PARTKEY,NAME,MFGR,BRAND,TYPE,SIZE,CONTAINER,RETAILPRICE,COMMENT
2411,azure frosted thistle lemon brown,Manufacturer#5,Brand#55,SMALL POLISHED BRASS,46,LG CAN,1313.41,ymptote
2408,orange slate hot navajo blanched,Manufacturer#4,Brand#41,LARGE ANODIZED COPPER,46,WRAP DRUM,1310.40,ove the furiously un
8400,snow powder pink chiffon dim,Manufacturer#1,Brand#13,PROMO PLATED BRASS,46,MED CASE,1308.40,s the express
4399,salmon peru navy midnight spring,Manufacturer#2,Brand#25,LARGE PLATED COPPER,46,SM CAN,1303.39, deposits accordi
12391,ghost coral goldenrod misty floral,Manufacturer#5,Brand#55,MEDIUM PLATED COPPER,46,JUMBO JAR,1303.39,e slyly
5395,azure papaya almond violet blanched,Manufacturer#5,Brand#52,PROMO POLISHED STEEL,46,LG BOX,1300.39,y fina
14380,dark wheat violet yellow pale,Manufacturer#1,Brand#15,STANDARD ANODIZED NICKEL,46,LG BAG,1294.38,odolit
19372,dim pink aquamarine antique navy,Manufacturer#5,Brand#54,PROMO POLISHED BRASS,46,JUMBO CASE,1291.37,odolites. 
15373,cream red green seashell thistle,Manufacturer#2,Brand#22,MEDIUM BURNISHED NICKEL,46,MED BAG,1288.37, beans wo
15371,lace green lime deep maroon,Manufacturer#4,Brand#44,PROMO BURNISHED TIN,46,JUMBO PKG,1286.37,le slyly quickly ir
4378,tan seashell ghost magenta goldenrod,Manufacturer#2,Brand#23,PROMO POLISHED COPPER,46,LG PACK,1282.37,he unusual, regu
1377,misty cornflower linen forest olive,Manufacturer#4,Brand#42,PROMO BRUSHED TIN,46,JUMBO JAR,1278.37,sts; slyly
13364,indian snow sienna sandy purple,Manufacturer#2,Brand#22,LARGE POLISHED BRASS,46,JUMBO PKG,1277.36,ecial packages wak
16361,rose thistle sky dodger sandy,Manufacturer#4,Brand#44,SMALL ANODIZED TIN,46,SM CASE,1277.36,tions across the 
10365,lemon navy drab navajo pale,Manufacturer#3,Brand#35,MEDIUM BURNISHED NICKEL,46,SM DRUM,1275.36,hely pending
370,almond linen pale aquamarine ghost,Manufacturer#5,Brand#52,LARGE BRUSHED COPPER,46,JUMBO BOX,1270.37,ost quickly against
14355,pink dodger chocolate rosy burlywood,Manufacturer#2,Brand#23,STANDARD PLATED BRASS,46,MED CAN,1269.35,lar platelets was
366,seashell antique beige thistle cream,Manufacturer#5,Brand#53,ECONOMY BURNISHED STEEL,46,WRAP DRUM,1266.36,unts cajole
2361,honeydew khaki peach tan blanched,Manufacturer#4,Brand#44,ECONOMY PLATED BRASS,46,JUMBO CAN,1263.36,o beans wake
5355,frosted blue moccasin burnished sky,Manufacturer#3,Brand#35,ECONOMY ANODIZED BRASS,46,JUMBO CASE,1260.35,ironic
4355,magenta olive cornsilk dark medium,Manufacturer#1,Brand#14,STANDARD POLISHED STEEL,46,MED BOX,1259.35,y special, silent 
6353,drab linen blue steel floral,Manufacturer#5,Brand#54,LARGE PLATED COPPER,46,MED CAN,1259.35,ain qui
16343,ghost sienna metallic orange black,Manufacturer#3,Brand#33,PROMO PLATED TIN,46,SM JAR,1259.34,breac
14344,misty white seashell turquoise mint,Manufacturer#1,Brand#11,MEDIUM PLATED BRASS,46,SM BOX,1258.34,fully eve
17341,hot mint lavender rose magenta,Manufacturer#2,Brand#24,STANDARD BRUSHED COPPER,46,SM JAR,1258.34,ke. quickly e
356,hot pink peach lemon chartreuse,Manufacturer#1,Brand#14,STANDARD BRUSHED NICKEL,46,WRAP BAG,1256.35,according to the furio
11345,forest drab mint ghost peru,Manufacturer#3,Brand#35,SMALL BRUSHED STEEL,46,LG PKG,1256.34,ts should are 
14338,dim turquoise navajo floral sky,Manufacturer#1,Brand#14,PROMO POLISHED COPPER,46,JUMBO DRUM,1252.33,riousl
6345,thistle sienna almond grey lemon,Manufacturer#5,Brand#53,SMALL BURNISHED COPPER,46,LG BAG,1251.34,kly f
7342,smoke coral metallic navajo royal,Manufacturer#4,Brand#41,ECONOMY POLISHED BRASS,46,JUMBO PACK,1249.34,tions are across the a
11338,floral light dark misty peach,Manufacturer#3,Brand#31,LARGE POLISHED NICKEL,46,LG CAN,1249.33, are carefull
13334,medium burnished spring deep dim,Manufacturer#2,Brand#22,LARGE POLISHED TIN,46,WRAP PKG,1247.33,deas. slyly regular 
10336,slate ghost maroon peru burnished,Manufacturer#1,Brand#13,MEDIUM BRUSHED STEEL,46,JUMBO BAG,1246.33,sly among the c
2343,burlywood orange floral frosted navy,Manufacturer#3,Brand#35,PROMO ANODIZED TIN,46,MED PKG,1245.34,le foxes wak
17328,lemon linen violet burnished powder,Manufacturer#2,Brand#23,LARGE BURNISHED BRASS,46,SM PKG,1245.32,ending depos
7337,lemon frosted papaya red blanched,Manufacturer#1,Brand#14,MEDIUM BRUSHED NICKEL,46,SM JAR,1244.33,he final forges.
13331,slate midnight rosy papaya brown,Manufacturer#3,Brand#35,STANDARD POLISHED TIN,46,MED BAG,1244.33,eful packag
6334,indian wheat turquoise blanched linen,Manufacturer#4,Brand#42,ECONOMY PLATED STEEL,46,JUMBO DRUM,1240.33,e furiously unus
16323,cornflower burnished chocolate antique snow,Manufacturer#1,Brand#15,PROMO POLISHED COPPER,46,MED CASE,1239.32,ly pending dependen
3332,white plum cyan almond blue,Manufacturer#5,Brand#55,LARGE POLISHED STEEL,46,LG PKG,1235.33,requests hagg
5326,khaki papaya black light chiffon,Manufacturer#2,Brand#24,LARGE PLATED COPPER,46,SM BOX,1231.32,above the
9315,linen burnished magenta powder brown,Manufacturer#2,Brand#23,MEDIUM BRUSHED COPPER,46,LG PKG,1224.31,d use. bl
17306,seashell cyan lemon mint burlywood,Manufacturer#3,Brand#31,SMALL PLATED STEEL,46,JUMBO DRUM,1223.30,nically iron
2318,olive maroon medium lace ivory,Manufacturer#1,Brand#15,ECONOMY BRUSHED COPPER,46,JUMBO PACK,1220.31,olites sleep never rut
5308,honeydew seashell navy orange blue,Manufacturer#1,Brand#15,ECONOMY BURNISHED TIN,46,LG CAN,1213.30,leep furiously
13299,drab maroon khaki green orchid,Manufacturer#3,Brand#32,STANDARD BURNISHED STEEL,46,MED PACK,1212.29,ickly 
6303,dark powder almond honeydew burnished,Manufacturer#1,Brand#11,SMALL ANODIZED STEEL,46,JUMBO BOX,1209.30,ckages; 
8300,linen chiffon navy red hot,Manufacturer#1,Brand#15,SMALL ANODIZED TIN,46,LG PKG,1208.30,refully iro
15293,cornflower green maroon violet blanched,Manufacturer#3,Brand#32,SMALL BURNISHED NICKEL,46,WRAP JAR,1208.29,al requests cajole b
7298,sky lace ivory magenta maroon,Manufacturer#3,Brand#31,STANDARD BURNISHED COPPER,46,SM CASE,1205.29,expre
8296,chocolate coral gainsboro blue cornsilk,Manufacturer#2,Brand#23,STANDARD BRUSHED NICKEL,46,JUMBO CASE,1204.29,es. accounts sl
19283,firebrick red peach dodger blanched,Manufacturer#4,Brand#42,PROMO PLATED TIN,46,MED CAN,1202.28,posits wake slyl
10290,slate deep black frosted lemon,Manufacturer#5,Brand#52,PROMO BURNISHED BRASS,46,WRAP CASE,1200.29,s are after the
11286,papaya thistle snow blush forest,Manufacturer#1,Brand#13,STANDARD BURNISHED TIN,46,JUMBO PKG,1197.28,olites. f
15282,olive slate saddle lavender rose,Manufacturer#2,Brand#21,MEDIUM BRUSHED TIN,46,WRAP CASE,1197.28,reques
14280,lawn puff cyan blue magenta,Manufacturer#2,Brand#25,PROMO BRUSHED NICKEL,46,WRAP PKG,1194.28,packages
11282,wheat honeydew chocolate chartreuse grey,Manufacturer#5,Brand#53,STANDARD PLATED TIN,46,JUMBO CAN,1193.28,ptotes w
14279,cyan frosted burnished beige blanched,Manufacturer#3,Brand#32,SMALL POLISHED COPPER,46,SM DRUM,1193.27,ress accounts are fu
15278,beige lawn cyan khaki dodger,Manufacturer#4,Brand#43,SMALL BURNISHED BRASS,46,MED DRUM,1193.27,ans according to the
10282,rose rosy cornsilk cornflower chocolate,Manufacturer#4,Brand#44,ECONOMY POLISHED BRASS,46,JUMBO BOX,1192.28,regula
3287,spring almond dark floral midnight,Manufacturer#4,Brand#44,ECONOMY BURNISHED NICKEL,46,WRAP BOX,1190.28,e. daringl
11278,black yellow midnight plum seashell,Manufacturer#2,Brand#24,PROMO ANODIZED COPPER,46,WRAP BOX,1189.27,jole about the ironi
7280,cornsilk lawn blush grey khaki,Manufacturer#2,Brand#25,LARGE BRUSHED BRASS,46,MED JAR,1187.28,ven reques
9278,indian tomato hot cyan green,Manufacturer#2,Brand#23,SMALL BRUSHED NICKEL,46,MED DRUM,1187.27,he deposits are ab
2280,chocolate yellow wheat thistle hot,Manufacturer#1,Brand#12,STANDARD BURNISHED STEEL,46,SM DRUM,1182.28,ithely
16266,pink olive lace orchid blanched,Manufacturer#3,Brand#32,PROMO BRUSHED BRASS,46,JUMBO BOX,1182.26,s. fluffily unusual 
4273,white beige chocolate sky cream,Manufacturer#4,Brand#41,PROMO PLATED STEEL,46,WRAP CAN,1177.27,ording to t
9266,spring pale gainsboro lawn khaki,Manufacturer#1,Brand#11,STANDARD BRUSHED STEEL,46,LG PACK,1175.26,efully regular platel
274,cyan lawn snow sky peru,Manufacturer#2,Brand#23,MEDIUM POLISHED STEEL,46,LG JAR,1174.27,hless accounts prin
16256,purple goldenrod sienna cornflower yellow,Manufacturer#1,Brand#11,ECONOMY BURNISHED NICKEL,46,JUMBO CAN,1172.25,will cajole a
19252,wheat cyan violet honeydew plum,Manufacturer#5,Brand#53,STANDARD BURNISHED COPPER,46,SM BOX,1171.25,deas nag blithely bol
17253,cyan forest grey metallic puff,Manufacturer#5,Brand#55,ECONOMY POLISHED STEEL,46,WRAP PACK,1170.25,old packages wake furi
12256,lemon medium blanched gainsboro blue,Manufacturer#3,Brand#34,SMALL ANODIZED BRASS,46,WRAP CAN,1168.25,ests--
12253,lavender chiffon linen mint frosted,Manufacturer#1,Brand#15,SMALL PLATED COPPER,46,SM JAR,1165.25,accounts. ca
263,linen red plum purple steel,Manufacturer#1,Brand#14,ECONOMY BURNISHED COPPER,46,MED CASE,1163.26,ly ironic the
9248,cyan sky khaki blue peach,Manufacturer#2,Brand#22,LARGE POLISHED BRASS,46,WRAP JAR,1157.24, platelets. quickly 
7239,blanched blush lawn royal firebrick,Manufacturer#1,Brand#12,LARGE POLISHED TIN,46,LG CAN,1146.23, accounts. iron
9235,coral navy wheat light grey,Manufacturer#5,Brand#55,STANDARD PLATED COPPER,46,MED CAN,1144.23,ly regular dependenci
3238,black almond rosy frosted peru,Manufacturer#2,Brand#21,MEDIUM BRUSHED NICKEL,46,WRAP BOX,1141.23, against
4231,dim brown sky navajo salmon,Manufacturer#1,Brand#12,LARGE POLISHED COPPER,46,WRAP DRUM,1135.23,ackages wake blithe
8226,green white pale hot thistle,Manufacturer#4,Brand#45,LARGE PLATED STEEL,46,JUMBO PKG,1134.22, pending instruc
4227,chartreuse saddle lemon rose turquoise,Manufacturer#3,Brand#34,LARGE POLISHED TIN,46,JUMBO PACK,1131.22,carefully bold d
8218,midnight steel misty frosted gainsboro,Manufacturer#5,Brand#51,STANDARD ANODIZED STEEL,46,WRAP BOX,1126.21,wake silent p
19207,dodger pale sandy drab saddle,Manufacturer#3,Brand#33,LARGE BURNISHED NICKEL,46,LG CAN,1126.20,. unusual pinto bean
224,drab lavender moccasin almond purple,Manufacturer#1,Brand#13,STANDARD POLISHED NICKEL,46,WRAP BOX,1124.22,y special depos
3220,royal lemon floral gainsboro yellow,Manufacturer#5,Brand#54,MEDIUM PLATED COPPER,46,MED DRUM,1123.22,anent sheaves a
18205,smoke sky deep tomato chartreuse,Manufacturer#3,Brand#31,MEDIUM PLATED NICKEL,46,LG PKG,1123.20,quickl
8211,lime burnished smoke royal dark,Manufacturer#1,Brand#11,ECONOMY ANODIZED STEEL,46,LG CAN,1119.21,nts. 
7211,coral moccasin burlywood hot forest,Manufacturer#5,Brand#52,STANDARD BURNISHED NICKEL,46,JUMBO DRUM,1118.21,stealthily alo
7206,light firebrick pale midnight purple,Manufacturer#3,Brand#35,ECONOMY PLATED NICKEL,46,SM CAN,1113.20,pinto beans are f
8203,blanched lawn pale plum tomato,Manufacturer#3,Brand#32,PROMO POLISHED BRASS,46,LG CASE,1111.20,s. quickly
6201,orchid sky frosted yellow lemon,Manufacturer#2,Brand#25,LARGE ANODIZED STEEL,46,SM CAN,1107.20,ole carefully sile
3201,puff dim navajo almond midnight,Manufacturer#3,Brand#34,SMALL BRUSHED TIN,46,LG BOX,1104.20, dazzle ironic pac
10183,powder beige turquoise smoke white,Manufacturer#4,Brand#44,PROMO POLISHED NICKEL,46,SM PKG,1093.18,d dependencie
6178,blush aquamarine black moccasin slate,Manufacturer#3,Brand#33,STANDARD POLISHED COPPER,46,JUMBO PKG,1084.17,ial instructions
1178,plum azure almond coral dim,Manufacturer#2,Brand#24,MEDIUM POLISHED TIN,46,WRAP CAN,1079.17,usly across the car
11167,drab deep tomato cornsilk aquamarine,Manufacturer#4,Brand#42,MEDIUM POLISHED TIN,46,LG BOX,1078.16,old f
2173,almond burlywood slate firebrick blanched,Manufacturer#4,Brand#44,STANDARD BRUSHED STEEL,46,JUMBO CASE,1075.17,accounts wake 
7167,almond red cream tan wheat,Manufacturer#5,Brand#55,MEDIUM POLISHED STEEL,46,WRAP BOX,1074.16,as must have to nag t
7166,royal goldenrod purple indian dim,Manufacturer#1,Brand#12,PROMO BRUSHED NICKEL,46,LG DRUM,1073.16, regular dependen
9160,forest navajo mint sky dodger,Manufacturer#1,Brand#12,ECONOMY POLISHED COPPER,46,WRAP DRUM,1069.16,nts. blithely f
15153,lace black light chocolate chiffon,Manufacturer#3,Brand#32,MEDIUM POLISHED NICKEL,46,LG PACK,1068.15, are 
167,almond floral grey dim sky,Manufacturer#3,Brand#32,LARGE ANODIZED STEEL,46,WRAP BOX,1067.16,ic ac
17147,plum powder chartreuse ghost sandy,Manufacturer#2,Brand#25,PROMO BRUSHED TIN,46,WRAP CASE,1064.14,al packages.
9154,pale slate bisque maroon chartreuse,Manufacturer#5,Brand#54,STANDARD BRUSHED STEEL,46,MED PACK,1063.15,furiousl
9152,cornsilk tomato moccasin midnight cyan,Manufacturer#1,Brand#15,ECONOMY ANODIZED COPPER,46,SM PKG,1061.15,xes cajole. boldly fi
159,white orange antique beige aquamarine,Manufacturer#4,Brand#43,SMALL ANODIZED BRASS,46,SM BAG,1059.15, ironic requests-- pe
8151,sandy tan red rose khaki,Manufacturer#3,Brand#33,STANDARD POLISHED STEEL,46,WRAP PACK,1059.15,accounts. blithe
9150,hot coral pink red forest,Manufacturer#4,Brand#43,LARGE BRUSHED TIN,46,WRAP PKG,1059.15,final pack
19137,pink spring brown salmon tan,Manufacturer#2,Brand#23,STANDARD POLISHED BRASS,46,SM PACK,1056.13,egular ide
7146,cornflower burnished papaya sandy dark,Manufacturer#1,Brand#11,LARGE BURNISHED BRASS,46,JUMBO PACK,1053.14,onic foxes-- 
18125,sienna snow yellow peru chocolate,Manufacturer#4,Brand#41,SMALL PLATED NICKEL,46,JUMBO CASE,1043.12,ged frays haggle blit
7134,frosted wheat floral linen navy,Manufacturer#1,Brand#11,SMALL BRUSHED COPPER,46,WRAP JAR,1041.13,sly unusual i
8133,royal lime lemon maroon tomato,Manufacturer#5,Brand#54,MEDIUM BURNISHED COPPER,46,SM DRUM,1041.13,ending accounts 
16124,violet dodger royal deep slate,Manufacturer#5,Brand#55,SMALL POLISHED COPPER,46,SM PACK,1040.12,package
3129,honeydew tan spring medium mint,Manufacturer#4,Brand#44,ECONOMY PLATED TIN,46,WRAP PKG,1032.12, carefully express de
8121,bisque navy ghost coral ivory,Manufacturer#2,Brand#25,LARGE BURNISHED TIN,46,WRAP BOX,1029.12,. sometim
18111,blanched pale tan light orange,Manufacturer#2,Brand#22,LARGE BRUSHED TIN,46,WRAP CASE,1029.11,gular, pending cou
4122,deep honeydew lime floral antique,Manufacturer#5,Brand#53,SMALL BURNISHED COPPER,46,WRAP BOX,1026.12,osits cajole c
3122,snow burlywood royal dark firebrick,Manufacturer#4,Brand#45,SMALL BRUSHED BRASS,46,LG CAN,1025.12,ing pac
18102,chocolate frosted bisque almond red,Manufacturer#1,Brand#11,PROMO ANODIZED BRASS,46,JUMBO PACK,1020.10, the slyly even pack
12107,sky white lavender honeydew cornflower,Manufacturer#1,Brand#13,LARGE PLATED STEEL,46,MED CASE,1019.10,areful, 
14105,thistle navajo plum orchid seashell,Manufacturer#5,Brand#51,PROMO POLISHED STEEL,46,LG JAR,1019.10,o dazzle slyl
15104,navajo rose light ivory gainsboro,Manufacturer#3,Brand#32,LARGE BURNISHED TIN,46,WRAP JAR,1019.10, must sleep a
4114,ghost light turquoise puff black,Manufacturer#1,Brand#14,MEDIUM PLATED BRASS,46,MED CAN,1018.11,w accounts. a
15103,steel moccasin blue cornflower rosy,Manufacturer#5,Brand#53,ECONOMY BURNISHED STEEL,46,LG PACK,1018.10,packages hinder carefu
17100,goldenrod lemon pale midnight chartreuse,Manufacturer#3,Brand#33,STANDARD ANODIZED NICKEL,46,WRAP BAG,1017.10,efully ironic dep
13100,royal tomato white deep snow,Manufacturer#2,Brand#22,SMALL BURNISHED NICKEL,46,LG BOX,1013.10,beans! slyly bold cour
110,firebrick navy rose beige black,Manufacturer#3,Brand#33,STANDARD BURNISHED COPPER,46,LG DRUM,1010.11,t quickly a
9094,blanched purple spring misty turquoise,Manufacturer#4,Brand#43,LARGE ANODIZED NICKEL,46,JUMBO CASE,1003.09,deposits. furiously bo
12085,rosy snow cyan peru thistle,Manufacturer#5,Brand#52,PROMO BRUSHED NICKEL,46,LG CASE,997.08, final acco
15081,blue powder ghost dark tomato,Manufacturer#3,Brand#31,LARGE PLATED NICKEL,46,SM BAG,996.08,s along the sl
14081,almond burnished navajo lime floral,Manufacturer#4,Brand#41,STANDARD ANODIZED COPPER,46,JUMBO DRUM,995.08,egular instr
19076,smoke beige orange misty purple,Manufacturer#4,Brand#43,PROMO PLATED TIN,46,LG JAR,995.07,ns. re
11083,light sandy midnight grey maroon,Manufacturer#4,Brand#45,MEDIUM ANODIZED STEEL,46,LG PKG,994.08,depend
14077,white steel turquoise blush aquamarine,Manufacturer#3,Brand#32,LARGE PLATED STEEL,46,SM BAG,991.07,eas. final, even pint
13077,navy goldenrod rosy slate brown,Manufacturer#3,Brand#33,LARGE BRUSHED BRASS,46,SM BOX,990.07,ges are quickl
18068,pale tan steel yellow chartreuse,Manufacturer#5,Brand#52,PROMO POLISHED COPPER,46,JUMBO CASE,986.06,y abo
10075,dark frosted red honeydew olive,Manufacturer#5,Brand#53,SMALL BURNISHED COPPER,46,MED BOX,985.07,bravely final acc
11074,orange sky coral navy linen,Manufacturer#2,Brand#25,PROMO BRUSHED STEEL,46,JUMBO DRUM,985.07,ly thin asymptote
8075,pink orange navajo almond puff,Manufacturer#4,Brand#43,MEDIUM POLISHED COPPER,46,SM JAR,983.07,ow blithely around th
15067,salmon navajo lace seashell forest,Manufacturer#5,Brand#53,PROMO BURNISHED COPPER,46,MED JAR,982.06,ress braids. 
18064,mint green forest gainsboro frosted,Manufacturer#4,Brand#44,PROMO POLISHED BRASS,46,MED BAG,982.06,s cajol
16064,cream frosted honeydew brown drab,Manufacturer#2,Brand#24,SMALL ANODIZED TIN,46,LG JAR,980.06, carefully
6072,pink orange cornflower floral light,Manufacturer#4,Brand#44,SMALL BRUSHED NICKEL,46,MED BAG,978.07,sauternes 
1074,midnight peach purple coral azure,Manufacturer#5,Brand#53,STANDARD ANODIZED NICKEL,46,LG PACK,975.07,silent foxes nag furi
16059,khaki azure goldenrod grey puff,Manufacturer#4,Brand#43,SMALL BRUSHED BRASS,46,SM CAN,975.05, the carefully 
8066,olive indian metallic frosted ghost,Manufacturer#3,Brand#32,PROMO BRUSHED COPPER,46,SM BAG,974.06,ld ideas 
5065,aquamarine steel blue linen puff,Manufacturer#3,Brand#31,MEDIUM BURNISHED BRASS,46,WRAP CASE,970.06,al deposits according
66,cornflower pale almond lemon linen,Manufacturer#3,Brand#35,PROMO ANODIZED NICKEL,46,SM CASE,966.06,haggle blithely iro
12051,firebrick salmon honeydew deep lemon,Manufacturer#4,Brand#45,ECONOMY POLISHED NICKEL,46,WRAP CASE,963.05,deposits. furiously e
1060,dark indian snow cornflower cream,Manufacturer#3,Brand#33,STANDARD POLISHED BRASS,46,SM CASE,961.06,final ideas. fina
15044,bisque sky goldenrod olive floral,Manufacturer#3,Brand#31,LARGE POLISHED BRASS,46,MED PKG,959.04,s. blithely bold re
8049,ghost powder grey forest mint,Manufacturer#5,Brand#53,SMALL BURNISHED BRASS,46,SM BOX,957.04, packages.
16040,coral seashell plum deep sandy,Manufacturer#5,Brand#52,MEDIUM BRUSHED NICKEL,46,WRAP JAR,956.04,furiously pending depo
14041,deep lavender orange white navy,Manufacturer#5,Brand#55,MEDIUM POLISHED STEEL,46,LG JAR,955.04,y furiou
10041,black olive white navajo cyan,Manufacturer#4,Brand#45,PROMO ANODIZED STEEL,46,JUMBO DRUM,951.04,lly even, 
5039,deep chiffon cornflower peach yellow,Manufacturer#4,Brand#41,MEDIUM BRUSHED BRASS,46,MED BAG,944.03, regula
19025,indian rose salmon moccasin orchid,Manufacturer#4,Brand#43,STANDARD BRUSHED NICKEL,46,JUMBO JAR,944.02,xcuses wake carefully
12030,floral azure peru pale powder,Manufacturer#5,Brand#53,LARGE BRUSHED TIN,46,WRAP CAN,942.03,leep permane
13029,lavender green ghost khaki floral,Manufacturer#5,Brand#53,STANDARD POLISHED BRASS,46,LG JAR,942.02,ly ironic r
13025,light rose lawn orchid seashell,Manufacturer#3,Brand#32,ECONOMY BRUSHED STEEL,46,MED JAR,938.02,never express de
1036,misty lawn navajo peach thistle,Manufacturer#3,Brand#35,MEDIUM BRUSHED COPPER,46,WRAP BAG,937.03,accounts 
19018,sienna lime navajo steel plum,Manufacturer#2,Brand#21,LARGE PLATED STEEL,46,WRAP CAN,937.01,ts. sl
1034,lavender ghost sky beige navy,Manufacturer#5,Brand#52,ECONOMY POLISHED BRASS,46,LG DRUM,935.03,tructi
3032,misty light green cornflower violet,Manufacturer#4,Brand#44,ECONOMY BRUSHED NICKEL,46,JUMBO PKG,935.03,leep fur
13022,ghost orchid spring mint metallic,Manufacturer#5,Brand#55,PROMO BRUSHED NICKEL,46,SM BAG,935.02, even inst
11021,ivory moccasin red lavender medium,Manufacturer#1,Brand#15,PROMO POLISHED STEEL,46,SM DRUM,932.02,ake furiously 
16015,forest lavender lime antique medium,Manufacturer#1,Brand#13,STANDARD BURNISHED TIN,46,LG PKG,931.01,al accounts wake fur
1029,blue bisque lace maroon pale,Manufacturer#4,Brand#44,LARGE PLATED NICKEL,46,JUMBO PKG,930.02,of the requests. qu
5025,blush goldenrod burlywood powder rosy,Manufacturer#4,Brand#45,STANDARD BRUSHED BRASS,46,MED CAN,930.02,the fluff
13015,maroon pale purple ivory hot,Manufacturer#1,Brand#14,SMALL BURNISHED TIN,46,MED DRUM,928.01,leep carefully agai
15013,steel cornflower wheat burlywood grey,Manufacturer#1,Brand#12,PROMO POLISHED STEEL,46,JUMBO PACK,928.01,s. furious
17008,puff indian snow ghost grey,Manufacturer#1,Brand#13,MEDIUM BRUSHED COPPER,46,MED BOX,925.00,e blithely 
6018,lavender plum gainsboro mint salmon,Manufacturer#3,Brand#33,ECONOMY POLISHED BRASS,46,WRAP BAG,924.01,ckly r
15009,medium black moccasin smoke coral,Manufacturer#4,Brand#44,STANDARD PLATED NICKEL,46,SM CASE,924.00,ut the sometimes sp
1021,navy wheat gainsboro red light,Manufacturer#3,Brand#33,PROMO ANODIZED TIN,46,JUMBO BAG,922.02,ckages above th
7015,seashell misty salmon black burlywood,Manufacturer#1,Brand#15,MEDIUM BURNISHED COPPER,46,SM CASE,922.01,quests aroun
8013,floral maroon indian lace almond,Manufacturer#5,Brand#53,ECONOMY BURNISHED TIN,46,SM PACK,921.01,zle. requests need to 
14007,yellow royal frosted orchid misty,Manufacturer#4,Brand#43,SMALL ANODIZED STEEL,46,JUMBO PACK,921.00,the ironic
6014,red frosted powder medium sienna,Manufacturer#5,Brand#55,STANDARD ANODIZED NICKEL,46,MED DRUM,920.01,egular packages
3016,olive snow burnished plum drab,Manufacturer#2,Brand#21,STANDARD BURNISHED COPPER,46,WRAP JAR,919.01,s. ironic, regular 
13004,violet blanched ivory blue turquoise,Manufacturer#5,Brand#53,STANDARD POLISHED BRASS,46,JUMBO PACK,917.00, along the dependenci
6006,maroon green blanched indian ghost,Manufacturer#5,Brand#51,SMALL BRUSHED COPPER,46,LG CASE,912.00,es. slyly re
2000,wheat blush green puff tan,Manufacturer#1,Brand#12,PROMO ANODIZED STEEL,46,SM BAG,902.00,ajole carefully
16998,antique beige navy brown tan,Manufacturer#3,Brand#33,PROMO BRUSHED STEEL,47,WRAP PKG,1914.99,l dolph
8995,pale wheat powder dim cream,Manufacturer#5,Brand#55,SMALL BURNISHED STEEL,47,WRAP BAG,1903.99,s. pin
15987,tomato steel royal coral orchid,Manufacturer#4,Brand#43,MEDIUM PLATED COPPER,47,WRAP PKG,1902.98,uests
7989,papaya chiffon salmon snow drab,Manufacturer#3,Brand#34,PROMO POLISHED TIN,47,JUMBO JAR,1896.98, excuses 
995,papaya violet navy khaki sky,Manufacturer#3,Brand#34,ECONOMY BRUSHED TIN,47,MED DRUM,1895.99,ke furiously fluffily 
16979,honeydew burlywood hot coral rose,Manufacturer#5,Brand#53,ECONOMY BRUSHED COPPER,47,SM JAR,1895.97,ly silent requests af
5989,lawn cyan wheat beige thistle,Manufacturer#3,Brand#32,PROMO ANODIZED STEEL,47,JUMBO PKG,1894.98,encies. express the
3990,salmon sienna mint black grey,Manufacturer#5,Brand#54,MEDIUM BURNISHED NICKEL,47,MED JAR,1893.99,ic accounts haggle 
1991,dim drab snow spring plum,Manufacturer#1,Brand#12,SMALL ANODIZED BRASS,47,SM PKG,1892.99,ts. furiously quic
4985,lawn violet chocolate chiffon dark,Manufacturer#1,Brand#12,ECONOMY BRUSHED BRASS,47,WRAP BAG,1889.98, sleep af
14974,brown tomato firebrick snow gainsboro,Manufacturer#3,Brand#35,MEDIUM BURNISHED COPPER,47,WRAP PACK,1888.97,le furiously 
2984,magenta dodger honeydew purple peach,Manufacturer#1,Brand#11,LARGE PLATED STEEL,47,MED CAN,1886.98,ld instructions
5977,sienna cornflower antique almond dark,Manufacturer#2,Brand#24,MEDIUM PLATED STEEL,47,JUMBO BOX,1882.97, gifts. slyly f
18962,blanched steel frosted dodger papaya,Manufacturer#1,Brand#14,PROMO PLATED STEEL,47,SM CAN,1880.96, asymptotes. furiou
2974,puff seashell tomato pink rosy,Manufacturer#1,Brand#12,PROMO ANODIZED BRASS,47,SM PACK,1876.97,olites? u
13963,black slate chiffon cream moccasin,Manufacturer#3,Brand#31,ECONOMY PLATED TIN,47,LG PACK,1876.96,ests among the
12961,ghost navajo honeydew tomato slate,Manufacturer#5,Brand#53,PROMO BURNISHED NICKEL,47,LG DRUM,1873.96,ial dolphins detect c
15955,green powder peru coral purple,Manufacturer#4,Brand#43,STANDARD BRUSHED TIN,47,JUMBO CAN,1870.95,sits sleep aga
16952,rosy peru firebrick cyan chartreuse,Manufacturer#4,Brand#45,SMALL BRUSHED BRASS,47,JUMBO CAN,1868.95,. furi
3960,bisque light lawn metallic cornflower,Manufacturer#2,Brand#25,SMALL ANODIZED NICKEL,47,LG BAG,1863.96,y final ide
9952,pale dark light misty metallic,Manufacturer#4,Brand#44,ECONOMY PLATED STEEL,47,MED JAR,1861.95,s snooze. ideas ha
11950,burlywood lace olive yellow purple,Manufacturer#1,Brand#11,ECONOMY ANODIZED COPPER,47,LG PACK,1861.95, expr
